timestamp,markers,x,y
1786867701.591,0,,
1786867705.373,0,,
1786867710.323,0,,
1786867730.060,0,,
1786867736.474,3,,
1786867744.000,4,932.6,503.7
1786867750.525,2,,
1786867768.168,3,,
1786867772.833,3,,
1786867773.123,0,,
1786867778.906,0,,
1786867783.798,0,,
1786867788.089,0,,
1786867792.504,0,,
1786867796.801,0,,
1786867800.841,0,,
1786867804.925,0,,
1786867808.964,0,,
1786867813.051,0,,
1786867817.127,0,,
1786867821.109,0,,
1786867825.165,0,,
1786867829.120,0,,
1786867833.294,0,,
1786867838.728,0,,
1786867842.827,0,,
1786867846.851,0,,
1786867852.498,0,,
1786867856.381,0,,
1786867860.214,0,,
1786867864.123,0,,
1786867868.160,0,,
1786867872.017,0,,
1786867876.055,0,,
1786867879.905,0,,
1786867883.731,0,,
1786867887.675,0,,
1786867891.570,0,,
1786867895.465,0,,
1786867899.360,0,,
