timestamp,markers,ids,x,y,detect_ms,src
1786878590.479,0,,,,0.0,tcp
1786878607.056,0,,,,0.0,tcp
1786878626.650,0,,,,0.0,tcp
1786878626.989,0,,,,0.0,tcp
1786878627.169,0,,,,0.0,tcp
1786878627.338,0,,,,0.0,tcp
1786878628.925,0,,,,0.0,tcp
1786878632.975,1,,,,0.0,tcp
1786878633.961,0,,,,0.0,tcp
1786878752.616,0,,,,0.0,tcp
1786878754.586,3,,,,0.0,tcp
1786878756.606,0,,,,0.0,tcp
1786878758.671,0,,,,0.0,tcp
1786878760.843,0,,,,0.0,tcp
1786878762.883,2,,,,0.0,tcp
1786878765.023,2,,,,0.0,tcp
1786878767.195,3,,,,0.0,tcp
1786878769.335,3,,,,0.0,tcp
1786878771.551,3,,,,0.0,tcp
1786878773.848,4,,1003.5,630.1,0.0,tcp
1786878776.101,4,,1019.9,607.1,0.0,tcp
1786878778.276,4,,1056.3,701.3,0.0,tcp
1786878780.521,4,,985.2,643.6,0.0,tcp
1786878782.826,4,,1037.6,519.4,0.0,tcp
1786878808.989,0,,,,0.0,tcp
1786878809.183,0,,,,0.0,tcp
1786878809.341,0,,,,0.0,tcp
1786878809.514,0,,,,0.0,tcp
1786878809.633,0,,,,0.0,tcp
1786878809.750,0,,,,0.0,tcp
1786878810.033,0,,,,0.0,tcp
1786878810.140,0,,,,0.0,tcp
1786878810.229,0,,,,0.0,tcp
1786878810.358,0,,,,0.0,tcp
1786878810.634,0,,,,0.0,tcp
1786878810.886,0,,,,0.0,tcp
1786878811.136,0,,,,0.0,tcp
1786878813.584,4,,918.5,713.3,0.0,tcp
1786878817.368,4,,904.6,641.2,0.0,tcp
1786878819.237,4,,928.9,602.8,0.0,tcp
1786878823.015,4,,920.1,404.1,0.0,tcp
1786878825.574,4,,1019.5,683.7,0.0,tcp
1786878828.014,4,,790.9,371.6,0.0,tcp
1786878830.569,4,,934.4,592.8,0.0,tcp
1786878833.155,4,,1092.5,653.3,0.0,tcp
1786878835.641,4,,915.6,694.2,0.0,tcp
1786878839.619,2,,,,0.0,tcp
1786878840.726,0,,,,0.0,tcp
1786878843.854,0,,,,0.0,tcp
1786878846.744,0,,,,0.0,tcp
1786878849.277,0,,,,0.0,tcp
1786878851.851,0,,,,0.0,tcp
1786878854.483,0,,,,0.0,tcp
1786878857.088,0,,,,0.0,tcp
1786878859.842,0,,,,0.0,tcp
1786878862.729,0,,,,0.0,tcp
1786878866.613,0,,,,0.0,tcp
1786878868.970,0,,,,0.0,tcp
1786878872.464,0,,,,0.0,tcp
1786878875.008,0,,,,0.0,tcp
1786878877.517,0,,,,0.0,tcp
1786878880.084,0,,,,0.0,tcp
1786878882.662,0,,,,0.0,tcp
1786878885.243,0,,,,0.0,tcp
1786878888.544,0,,,,0.0,tcp
1786878891.190,0,,,,0.0,tcp
1786878893.790,0,,,,0.0,tcp
1786878896.684,0,,,,0.0,tcp
1786878900.659,0,,,,0.0,tcp
1786878903.247,0,,,,0.0,tcp
1786878905.778,0,,,,0.0,tcp
1786878908.375,0,,,,0.0,tcp
1786878911.686,0,,,,0.0,tcp
1786878914.334,0,,,,0.0,tcp
1786878918.131,0,,,,0.0,tcp
1786878920.648,0,,,,0.0,tcp
1786878923.207,0,,,,0.0,tcp
1786878925.935,0,,,,0.0,tcp
1786878928.823,0,,,,0.0,tcp
1786878931.917,0,,,,0.0,tcp
1786878935.707,0,,,,0.0,tcp
1786878939.464,0,,,,0.0,tcp
1786878942.172,0,,,,0.0,tcp
1786878944.702,0,,,,0.0,tcp
1786878948.327,0,,,,0.0,tcp
1786878950.954,0,,,,0.0,tcp
1786878953.481,0,,,,0.0,tcp
1786878956.141,0,,,,0.0,tcp
1786878959.731,0,,,,0.0,tcp
1786878962.404,0,,,,0.0,tcp
1786878965.038,0,,,,0.0,tcp
1786878967.890,0,,,,0.0,tcp
1786878970.726,0,,,,0.0,tcp
1786878974.408,0,,,,0.0,tcp
1786878981.803,0,,,,0.0,tcp
1786878984.781,0,,,,0.0,tcp
1786878985.120,0,,,,0.0,tcp
1786878987.009,0,,,,0.0,tcp
1786878989.267,0,,,,0.0,tcp
1786878992.127,0,,,,0.0,tcp
1786878996.313,0,,,,0.0,tcp
1786878999.066,0,,,,0.0,tcp
1786879001.654,0,,,,0.0,tcp
1786879005.439,0,,,,0.0,tcp
1786879009.037,0,,,,0.0,tcp
1786879010.728,0,,,,0.0,tcp
1786879013.425,0,,,,0.0,tcp
1786879016.230,0,,,,0.0,tcp
1786879018.892,0,,,,0.0,tcp
1786879021.591,0,,,,0.0,tcp
1786879024.315,0,,,,0.0,tcp
1786879027.177,0,,,,0.0,tcp
1786879030.926,0,,,,0.0,tcp
1786879033.733,0,,,,0.0,tcp
1786879036.445,0,,,,0.0,tcp
1786879040.323,0,,,,0.0,tcp
1786879042.964,0,,,,0.0,tcp
1786879045.675,0,,,,0.0,tcp
1786879048.465,0,,,,0.0,tcp
1786879051.207,0,,,,0.0,tcp
1786879054.131,0,,,,0.0,tcp
1786879056.831,0,,,,0.0,tcp
1786879059.560,0,,,,0.0,tcp
1786879062.290,0,,,,0.0,tcp
1786879065.009,0,,,,0.0,tcp
1786879067.822,0,,,,0.0,tcp
1786879071.751,0,,,,0.0,tcp
1786879075.276,0,,,,0.0,tcp
1786879077.960,0,,,,0.0,tcp
1786879080.672,0,,,,0.0,tcp
1786879083.384,0,,,,0.0,tcp
1786879086.109,0,,,,0.0,tcp
1786879088.858,0,,,,0.0,tcp
1786879091.669,0,,,,0.0,tcp
1786879094.363,0,,,,0.0,tcp
1786879097.180,0,,,,0.0,tcp
1786879101.198,0,,,,0.0,tcp
1786879104.015,0,,,,0.0,tcp
1786879106.803,0,,,,0.0,tcp
1786879109.652,0,,,,0.0,tcp
1786879112.525,0,,,,0.0,tcp
1786879115.289,0,,,,0.0,tcp
1786879118.180,0,,,,0.0,tcp
1786879122.061,0,,,,0.0,tcp
1786879124.736,0,,,,0.0,tcp
1786879127.504,0,,,,0.0,tcp
1786879130.323,0,,,,0.0,tcp
1786879133.176,0,,,,0.0,tcp
1786879137.358,0,,,,0.0,tcp
1786879140.126,0,,,,0.0,tcp
1786879145.178,0,,,,0.0,tcp
1786879147.035,0,,,,0.0,tcp
1786879148.585,0,,,,0.0,tcp
1786879151.450,0,,,,0.0,tcp
1786879155.305,0,,,,0.0,tcp
1786879157.399,0,,,,0.0,tcp
1786879162.962,0,,,,0.0,tcp
1786879163.300,0,,,,0.0,tcp
1786879166.385,0,,,,0.0,tcp
1786879170.673,0,,,,0.0,tcp
1786879174.226,0,,,,0.0,tcp
1786879179.019,0,,,,0.0,tcp
1786879183.597,0,,,,0.0,tcp
1786879204.402,0,,,,433.6,tcp
1786879206.831,0,,,,624.9,tcp
1786879210.883,0,,,,1204.8,tcp
1786879218.788,0,,,,755.4,tcp
1786879222.671,0,,,,812.5,tcp
1786879226.781,0,,,,826.3,tcp
1786879231.209,0,,,,921.3,tcp
1786879235.374,0,,,,829.8,tcp
1786879239.770,0,,,,965.1,tcp
1786879244.493,0,,,,883.8,tcp
1786879249.031,0,,,,953.6,tcp
1786879253.715,0,,,,961.1,tcp
1786879258.499,0,,,,961.9,tcp
1786879263.416,0,,,,1016.1,tcp
1786879268.657,0,,,,1101.1,tcp
1786879273.873,0,,,,1033.0,tcp
1786879279.401,0,,,,1225.4,tcp
1786879285.888,0,,,,1096.5,tcp
1786879290.510,0,,,,1131.9,tcp
1786879296.494,0,,,,1200.3,tcp
1786879304.627,0,,,,65.1,tcp
1786879305.416,0,,,,29.3,tcp
1786879305.519,0,,,,37.2,tcp
1786879305.615,0,,,,27.8,tcp
1786879305.726,0,,,,21.9,tcp
1786879305.893,0,,,,22.2,tcp
1786879306.108,0,,,,23.0,tcp
1786879306.276,0,,,,23.2,tcp
1786879306.524,0,,,,37.4,tcp
1786879306.768,0,,,,31.7,tcp
1786879307.075,0,,,,33.1,tcp
