timestamp,markers,x,y
1786870946.909,0,,
1786870949.844,0,,
1786870953.681,0,,
1786870956.438,0,,
1786870959.230,0,,
1786870962.099,0,,
1786870965.294,0,,
1786870969.708,0,,
1786870972.417,0,,
1786870975.151,0,,
1786870977.968,0,,
1786870980.760,0,,
1786870983.570,0,,
1786870986.558,0,,
1786870989.741,0,,
1786870993.237,0,,
1786870996.177,0,,
1786871000.183,0,,
1786871002.900,0,,
1786871006.045,0,,
1786871009.814,0,,
1786871012.622,0,,
1786871015.346,0,,
1786871018.080,0,,
1786871025.663,0,,
1786871081.338,0,,
1786871081.455,0,,
1786871081.620,0,,
1786871081.753,0,,
1786871082.004,0,,
1786871082.374,0,,
1786871082.526,0,,
1786871082.642,0,,
1786871082.747,0,,
1786871082.945,0,,
1786871083.068,0,,
1786871083.171,0,,
1786871083.323,0,,
1786871083.550,0,,
1786871083.651,0,,
1786871083.886,0,,
1786871083.981,0,,
1786871084.151,0,,
1786871084.260,0,,
1786871084.660,0,,
1786871089.028,0,,
1786871093.035,0,,
1786871097.457,0,,
1786871106.443,0,,
1786871106.496,0,,
1786871107.864,0,,
1786871111.701,0,,
1786871116.398,0,,
1786871124.835,0,,
1786871168.615,0,,
1786871168.964,0,,
1786871169.083,0,,
1786871169.232,0,,
1786871169.431,0,,
1786871169.557,0,,
1786871169.645,0,,
1786871169.780,0,,
1786871169.898,0,,
1786871169.980,0,,
1786871172.486,0,,
1786871180.393,0,,
1786871185.751,0,,
1786871192.982,0,,
1786871198.836,0,,
1786871208.169,0,,
1786871214.313,0,,
1786871222.780,0,,
1786871229.199,0,,
1786871236.064,0,,
1786871242.572,0,,
1786871251.353,0,,
1786871258.883,0,,
1786871290.775,0,,
1786871290.963,0,,
1786871291.124,0,,
1786871300.558,0,,
1786871354.076,4,915.7,567.8
1786872106.439,4,1056.9,552.1
1786872108.288,4,914.7,675.9
1786872110.354,4,463.0,464.5
1786872117.522,4,1063.6,560.7
1786872117.650,4,902.7,596.6
1786872117.815,4,985.6,779.9
1786872119.337,4,1003.9,686.1
1786872121.617,4,968.4,572.7
1786872123.853,3,,
1786872136.100,2,,
1786872136.312,4,298.0,683.4
1786872153.150,4,1000.6,725.9
1786872153.475,4,1015.4,773.4
1786872153.769,4,933.9,866.6
1786872154.031,4,1099.2,883.3
1786872154.173,4,1030.5,907.4
1786872154.316,4,1006.3,727.0
1786872154.416,4,997.8,823.9
1786872154.561,4,924.0,739.3
1786872155.253,4,957.3,690.1
1786872155.398,3,,
1786872155.683,4,746.4,936.6
1786872157.578,4,883.2,873.5
1786872160.086,0,,
1786872162.850,3,,
1786872165.067,4,761.5,667.2
1786872167.520,0,,
1786872169.810,0,,
1786872172.095,0,,
1786872174.378,0,,
1786872176.632,0,,
1786872178.902,0,,
1786872181.173,0,,
1786872183.419,0,,
1786872185.684,0,,
1786872188.145,0,,
1786872205.559,0,,
1786872205.737,0,,
1786872205.770,0,,
1786872205.811,0,,
1786872205.845,0,,
1786872205.912,0,,
1786872205.956,0,,
1786872207.701,0,,
1786872210.219,0,,
1786872212.757,0,,
1786872215.316,0,,
1786872217.895,0,,
1786872220.606,0,,
1786872223.075,0,,
1786872225.675,0,,
1786872228.273,0,,
1786872230.890,0,,
1786872233.496,0,,
1786872236.094,0,,
1786872238.693,0,,
1786872241.300,0,,
1786872243.923,0,,
1786872246.526,0,,
1786872249.138,0,,
1786872251.799,0,,
1786872254.336,0,,
1786872256.941,0,,
1786872259.536,0,,
1786872262.110,0,,
1786872264.694,0,,
1786872267.299,0,,
1786872269.904,0,,
1786872272.571,0,,
1786872275.185,0,,
1786872277.748,0,,
1786872280.314,0,,
1786872284.509,0,,
1786872285.485,0,,
1786872288.070,0,,
1786872290.647,0,,
1786872293.224,0,,
