timestamp,markers,x,y
1786867911.611,0,,
1786867917.500,0,,
1786867923.546,0,,
1786867928.291,0,,
1786867932.278,0,,
1786867936.476,0,,
1786867942.711,0,,
1786867946.944,0,,
1786867951.219,0,,
1786867957.257,0,,
1786867961.342,0,,
1786867966.230,0,,
1786867971.768,0,,
1786867975.859,0,,
1786867980.138,0,,
1786867984.700,0,,
1786867990.048,0,,
1786867994.785,0,,
1786867999.085,0,,
1786868003.603,0,,
1786868008.278,0,,
1786868012.669,0,,
1786868017.093,0,,
1786868021.662,0,,
1786868026.266,0,,
1786868031.018,0,,
1786868035.727,0,,
1786868040.357,0,,
1786868045.202,0,,
1786868050.114,0,,
1786868055.050,0,,
1786868060.297,0,,
1786868065.374,0,,
1786868070.401,0,,
1786868075.594,0,,
1786868081.459,0,,
1786868087.440,0,,
1786868093.724,0,,
1786868099.599,0,,
1786868105.529,0,,
1786868111.557,0,,
1786868117.684,0,,
1786868123.418,0,,
1786868129.198,0,,
1786868135.399,0,,
1786868141.543,0,,
1786868147.893,0,,
1786870399.384,3,,
1786870403.797,4,897.1,656.5
1786870404.355,4,888.4,351.8
1786870404.756,4,1305.0,447.2
1786870405.006,4,1117.0,721.3
1786870405.206,4,428.5,657.8
1786870405.417,2,,
1786870405.643,4,1150.7,620.4
1786870406.003,4,1022.8,439.5
1786870406.116,0,,
1786870406.567,0,,
1786870408.432,0,,
1786870410.520,0,,
1786870417.294,0,,
1786870417.546,4,884.2,921.3
1786870417.815,4,621.7,359.3
1786870419.506,4,1012.4,887.4
1786870421.801,3,,
1786870424.095,3,,
1786870426.252,0,,
1786870428.344,0,,
1786870430.514,0,,
1786870432.881,0,,
1786870435.108,0,,
1786870437.276,0,,
1786870439.487,0,,
1786870441.776,0,,
1786870444.102,0,,
1786870446.475,0,,
1786870449.077,0,,
1786870451.607,4,1124.1,558.9
1786870454.703,4,936.6,732.2
1786870457.395,2,,
1786870460.104,0,,
1786870462.402,0,,
1786870464.954,0,,
1786870467.359,0,,
1786870469.836,0,,
1786870472.053,0,,
1786870475.092,0,,
1786870477.434,0,,
1786870479.802,0,,
1786870482.143,0,,
1786870484.563,0,,
1786870487.763,0,,
1786870490.104,0,,
1786870492.679,0,,
1786870495.663,0,,
1786870498.373,0,,
1786870501.025,0,,
1786870503.592,0,,
1786870506.877,0,,
1786870509.451,0,,
1786870511.804,0,,
1786870515.021,0,,
1786870517.471,0,,
1786870519.967,0,,
1786870522.682,0,,
1786870525.389,0,,
1786870528.500,0,,
1786870531.869,0,,
1786870534.441,0,,
1786870537.513,0,,
1786870548.763,1,,
1786870549.263,4,851.0,593.8
1786870549.713,4,547.8,613.7
1786870550.532,4,1019.5,580.1
1786870554.003,4,1007.4,612.1
1786870559.318,4,816.7,340.9
1786870560.838,0,,
1786870564.398,1,,
1786870571.329,1,,
1786870571.709,4,953.9,637.9
1786870572.924,0,,
1786870577.347,0,,
1786870580.967,0,,
1786870583.233,0,,
1786870590.680,0,,
1786870590.791,0,,
1786870590.951,0,,
1786870608.171,0,,
1786870608.244,0,,
1786870608.287,0,,
1786870608.336,0,,
1786870608.386,0,,
1786870608.432,0,,
1786870610.537,0,,
1786870613.047,0,,
1786870615.671,0,,
1786870618.807,0,,
1786870621.265,0,,
1786870624.028,0,,
1786870627.421,0,,
1786870629.902,0,,
1786870674.450,0,,
1786870674.553,0,,
1786870674.669,0,,
1786870674.748,0,,
1786870674.842,0,,
1786870674.931,0,,
1786870675.029,0,,
1786870675.148,0,,
1786870675.235,0,,
1786870675.303,0,,
1786870675.397,0,,
1786870675.488,0,,
1786870675.555,0,,
1786870675.663,0,,
1786870675.736,0,,
1786870677.392,0,,
1786870680.081,0,,
1786870682.967,0,,
1786870685.980,0,,
1786870689.412,0,,
1786870727.845,0,,
1786870727.937,0,,
1786870727.997,0,,
1786870728.067,0,,
1786870728.236,0,,
1786870728.361,0,,
1786870728.451,0,,
1786870728.579,0,,
1786870728.677,0,,
1786870728.793,0,,
1786870728.900,0,,
1786870729.003,0,,
1786870729.105,0,,
1786870729.706,0,,
1786870732.543,0,,
1786870735.359,0,,
1786870738.293,0,,
1786870741.079,0,,
1786870744.172,0,,
1786870747.030,0,,
1786870750.559,0,,
1786870753.135,0,,
1786870755.710,0,,
1786870758.328,0,,
1786870761.097,0,,
1786870763.943,0,,
1786870766.724,0,,
1786870770.382,0,,
1786870773.024,0,,
1786870775.826,0,,
1786870805.748,0,,
1786870809.127,0,,
1786870855.402,0,,
1786870855.502,0,,
1786870855.606,0,,
1786870855.716,0,,
1786870855.775,0,,
1786870855.977,0,,
1786870856.075,0,,
1786870856.149,0,,
1786870856.231,0,,
1786870856.361,0,,
1786870856.451,0,,
1786870856.549,0,,
1786870856.652,0,,
1786870856.711,0,,
1786870856.770,0,,
1786870858.516,0,,
1786870862.466,0,,
1786870865.240,0,,
1786870867.899,0,,
1786870870.526,0,,
1786870873.529,0,,
1786870892.209,0,,
1786870892.440,0,,
1786870892.570,0,,
1786870892.706,0,,
1786870892.803,0,,
1786870897.176,0,,
1786870897.295,0,,
1786870899.386,0,,
1786870903.250,0,,
1786870906.701,0,,
1786870909.501,0,,
1786870912.693,0,,
1786870915.729,0,,
1786870919.489,0,,
1786870922.455,0,,
1786870925.151,0,,
1786870928.846,0,,
1786870931.804,0,,
1786870935.697,0,,
1786870938.580,0,,
1786870941.301,0,,
1786870944.063,0,,
