timestamp,markers,ids,x,y,detect_ms,src
1786876823.179,0,,,,0.0,tcp
1786876825.101,0,,,,0.0,tcp
1786876827.102,0,,,,0.0,tcp
1786876829.137,0,,,,0.0,tcp
1786876831.109,0,,,,0.0,tcp
1786876834.371,0,,,,0.0,tcp
1786876835.189,0,,,,0.0,tcp
1786876837.223,0,,,,0.0,tcp
1786876839.221,0,,,,0.0,tcp
1786876841.575,0,,,,0.0,tcp
1786876843.148,0,,,,0.0,tcp
1786876845.127,0,,,,0.0,tcp
1786876848.421,0,,,,0.0,tcp
1786876850.047,0,,,,0.0,tcp
1786876851.058,0,,,,0.0,tcp
1786876853.189,0,,,,0.0,tcp
1786876855.557,0,,,,0.0,tcp
1786876857.321,0,,,,0.0,tcp
1786876859.450,0,,,,0.0,tcp
1786876862.004,0,,,,0.0,tcp
1786876863.688,0,,,,0.0,tcp
1786876865.836,0,,,,0.0,tcp
1786876867.975,0,,,,0.0,tcp
1786876870.024,0,,,,0.0,tcp
1786876872.084,0,,,,0.0,tcp
1786876874.372,0,,,,0.0,tcp
1786876876.187,0,,,,0.0,tcp
1786876878.245,0,,,,0.0,tcp
1786876880.309,0,,,,0.0,tcp
1786876882.985,0,,,,0.0,tcp
1786876884.438,0,,,,0.0,tcp
1786876886.567,0,,,,0.0,tcp
1786876888.742,0,,,,0.0,tcp
1786876891.938,0,,,,0.0,tcp
1786876893.497,0,,,,0.0,tcp
1786876895.301,0,,,,0.0,tcp
1786876897.512,0,,,,0.0,tcp
1786876899.741,0,,,,0.0,tcp
1786876902.172,0,,,,0.0,tcp
1786876904.151,0,,,,0.0,tcp
1786876906.285,0,,,,0.0,tcp
1786876908.516,0,,,,0.0,tcp
1786876910.741,0,,,,0.0,tcp
1786876913.059,0,,,,0.0,tcp
1786876915.307,0,,,,0.0,tcp
1786876917.570,0,,,,0.0,tcp
1786876922.888,0,,,,0.0,tcp
1786876933.416,0,,,,0.0,tcp
1786876933.846,0,,,,0.0,tcp
1786876935.578,0,,,,0.0,tcp
1786876941.273,0,,,,0.0,tcp
1786876941.412,0,,,,0.0,tcp
1786876941.543,0,,,,0.0,tcp
1786876941.665,0,,,,0.0,tcp
1786876952.774,0,,,,0.0,tcp
1786876952.936,0,,,,0.0,tcp
1786876953.137,0,,,,0.0,tcp
1786876953.328,0,,,,0.0,tcp
1786876953.558,0,,,,0.0,tcp
1786876953.893,0,,,,0.0,tcp
1786876954.401,0,,,,0.0,tcp
1786876955.336,0,,,,0.0,tcp
1786876957.698,0,,,,0.0,tcp
1786876960.086,0,,,,0.0,tcp
1786876962.508,0,,,,0.0,tcp
1786876964.966,0,,,,0.0,tcp
1786876970.939,0,,,,0.0,tcp
1786876971.177,0,,,,0.0,tcp
1786876972.135,0,,,,0.0,tcp
1786876974.496,0,,,,0.0,tcp
1786876976.834,0,,,,0.0,tcp
1786876979.279,0,,,,0.0,tcp
1786876981.619,0,,,,0.0,tcp
1786876984.565,0,,,,0.0,tcp
1786876989.736,0,,,,0.0,tcp
1786876990.615,0,,,,0.0,tcp
1786876993.420,0,,,,0.0,tcp
1786876993.670,0,,,,0.0,tcp
1786876997.663,0,,,,0.0,tcp
1786876999.290,0,,,,0.0,tcp
1786877004.871,0,,,,0.0,tcp
1786877037.320,0,,,,0.0,tcp
1786877037.603,0,,,,0.0,tcp
1786877037.837,0,,,,0.0,tcp
1786877038.072,0,,,,0.0,tcp
1786877038.332,0,,,,0.0,tcp
1786877038.518,0,,,,0.0,tcp
1786877038.746,0,,,,0.0,tcp
1786877038.969,0,,,,0.0,tcp
1786877039.185,0,,,,0.0,tcp
1786877039.396,0,,,,0.0,tcp
1786877039.604,0,,,,0.0,tcp
1786877039.721,0,,,,0.0,tcp
1786877039.881,0,,,,0.0,tcp
1786877040.030,0,,,,0.0,tcp
1786877040.155,0,,,,0.0,tcp
1786877040.268,0,,,,0.0,tcp
1786877042.183,0,,,,0.0,tcp
1786877044.617,0,,,,0.0,tcp
1786877047.055,0,,,,0.0,tcp
1786877049.494,0,,,,0.0,tcp
1786877051.926,0,,,,0.0,tcp
1786877054.364,0,,,,0.0,tcp
1786877056.824,0,,,,0.0,tcp
1786877059.236,0,,,,0.0,tcp
1786877061.676,0,,,,0.0,tcp
1786877064.117,0,,,,0.0,tcp
