timestamp,markers,x,y
1786862864.724,3,,
1786862867.215,0,,
1786862869.663,0,,
1786862872.087,0,,
1786862874.510,0,,
1786862876.904,0,,
1786862879.265,0,,
1786862881.568,0,,
1786862883.788,0,,
1786862885.863,0,,
1786862888.022,0,,
1786862890.171,0,,
1786862897.992,0,,
1786862898.067,0,,
1786862898.084,0,,
1786862923.622,0,,
1786862926.778,0,,
1786862926.836,0,,
1786862926.908,0,,
1786862926.958,0,,
1786862927.019,0,,
1786862927.071,0,,
1786862927.115,0,,
1786862927.163,0,,
1786862927.211,0,,
1786862927.262,0,,
1786862927.376,0,,
1786862927.407,0,,
1786862929.518,0,,
1786862931.928,0,,
1786862936.402,0,,
1786862937.083,0,,
1786862940.119,0,,
1786862942.790,0,,
1786862944.718,0,,
1786862947.067,0,,
1786862949.719,0,,
1786862953.742,0,,
1786862955.118,0,,
1786862957.817,0,,
1786862963.195,0,,
1786862963.448,0,,
1786863013.914,0,,
1786863035.125,0,,
1786863047.340,0,,
1786863057.323,0,,
1786863057.670,0,,
1786863057.820,0,,
1786863057.962,0,,
1786863058.113,0,,
1786863058.274,0,,
1786863076.877,0,,
1786863077.017,0,,
1786863077.124,0,,
1786863077.221,0,,
1786863077.325,0,,
1786863077.430,0,,
1786863077.682,0,,
1786863098.104,0,,
1786863099.078,0,,
1786863099.397,0,,
1786863099.583,0,,
1786863099.727,0,,
1786863100.052,0,,
1786863124.045,0,,
1786863328.783,0,,
1786863328.917,0,,
1786863329.088,0,,
1786863329.199,0,,
1786863329.310,0,,
1786863329.405,0,,
1786863329.551,0,,
1786863329.647,0,,
1786863329.739,0,,
1786863329.819,0,,
1786863329.926,0,,
1786863329.994,0,,
1786863330.041,0,,
1786863330.108,0,,
1786863330.159,0,,
1786863330.218,0,,
1786863330.253,0,,
1786863330.303,0,,
1786863330.348,0,,
1786863330.405,0,,
1786863330.448,0,,
1786863330.484,0,,
1786863330.516,0,,
1786863330.549,0,,
1786863330.590,0,,
1786863330.623,0,,
1786863330.650,0,,
1786863330.676,0,,
1786863330.712,0,,
1786863330.744,0,,
1786863330.787,0,,
1786863330.811,0,,
1786863330.836,0,,
1786863330.857,0,,
1786863330.882,0,,
1786863330.965,0,,
1786863331.009,0,,
1786863331.036,0,,
1786863331.061,0,,
1786863331.086,0,,
1786863331.118,0,,
1786863331.145,0,,
1786863331.168,0,,
1786863331.198,0,,
1786863331.220,0,,
1786863331.251,0,,
