timestamp,markers,x,y
1786867485.633,0,,
1786867489.828,0,,
1786867494.848,0,,
1786867499.755,0,,
1786867503.080,0,,
1786867507.715,0,,
1786867511.306,0,,
1786867514.188,0,,
1786867517.547,0,,
1786867521.754,0,,
1786867525.589,0,,
1786867528.349,0,,
1786867531.219,0,,
1786867534.054,0,,
1786867536.992,0,,
1786867540.466,0,,
1786867544.097,0,,
1786867546.861,0,,
1786867550.995,0,,
1786867553.821,0,,
1786867556.618,0,,
1786867559.571,0,,
1786867564.211,0,,
1786867567.682,0,,
1786867570.833,0,,
1786867574.440,0,,
1786867578.036,0,,
1786867582.350,0,,
1786867586.440,0,,
1786867589.607,0,,
1786867593.011,0,,
1786867597.952,0,,
1786867600.936,0,,
1786867604.078,0,,
1786867609.376,0,,
1786867612.319,0,,
1786867615.313,0,,
1786867618.571,0,,
1786867623.369,0,,
1786867626.334,0,,
1786867629.325,0,,
1786867632.464,0,,
1786867635.573,0,,
1786867640.382,0,,
1786867643.477,0,,
1786867648.310,0,,
1786867651.455,0,,
1786867654.577,0,,
1786867657.780,0,,
1786867661.042,0,,
1786867664.467,0,,
1786867669.464,0,,
1786867672.672,0,,
1786867676.017,0,,
1786867679.502,0,,
1786867682.927,0,,
1786867686.573,0,,
1786867690.201,0,,
