timestamp,markers,x,y
1786863911.768,0,,
1786863913.429,0,,
1786863916.468,0,,
1786863919.443,0,,
1786863922.431,0,,
1786863925.430,0,,
1786863928.377,0,,
1786863931.341,0,,
1786863934.399,0,,
1786863937.783,0,,
1786863940.803,0,,
1786863943.936,0,,
1786863946.942,0,,
1786863953.285,0,,
1786863953.320,0,,
1786863956.366,0,,
1786863959.726,2,,
1786863963.618,0,,
1786863967.287,2,,
1786863972.006,3,,
1786863974.690,2,,
1786863978.661,4,850.7,719.8
1786863988.237,4,1025.5,902.7
1786863988.538,4,966.5,334.3
1786863989.591,4,916.3,615.5
1786863993.308,3,,
1786863997.444,4,1002.4,672.4
1786864000.948,4,909.5,677.8
1786864004.707,0,,
1786864008.074,0,,
1786864011.402,0,,
1786864014.740,0,,
1786864018.052,0,,
1786864021.263,0,,
1786864024.403,0,,
1786864027.531,0,,
1786864030.757,0,,
1786864033.804,0,,
1786864036.906,0,,
1786864040.076,0,,
1786864043.134,0,,
1786864046.242,0,,
1786864049.323,0,,
1786864052.377,0,,
1786864055.418,0,,
1786864058.458,0,,
1786864061.582,0,,
1786864064.504,0,,
1786864067.529,0,,
1786864070.553,0,,
1786864073.578,0,,
1786864076.590,0,,
1786864079.554,0,,
1786864082.546,0,,
1786864085.500,0,,
1786864088.439,0,,
1786864091.460,0,,
1786864094.636,0,,
1786864097.569,0,,
1786864100.507,0,,
1786864103.442,0,,
1786864106.361,0,,
1786864109.280,0,,
1786864112.180,0,,
1786864115.066,0,,
1786864117.972,0,,
1786864120.878,0,,
1786864123.785,0,,
1786864126.693,0,,
1786864129.621,0,,
1786864132.546,0,,
1786864135.389,0,,
1786864138.301,0,,
1786864141.224,0,,
1786864144.117,0,,
1786864146.977,0,,
1786864149.847,0,,
1786864152.823,0,,
1786864155.584,0,,
1786864158.454,0,,
1786864161.323,0,,
1786864164.194,0,,
1786864167.053,0,,
1786864169.910,0,,
1786864172.765,0,,
1786864175.625,0,,
1786864178.488,0,,
1786864181.367,0,,
1786864184.223,0,,
1786864187.128,0,,
1786864189.947,0,,
1786864192.796,0,,
1786864195.646,0,,
1786864198.597,0,,
1786864201.375,0,,
1786864204.310,0,,
1786864207.160,0,,
1786864210.038,0,,
1786864212.934,0,,
1786864215.807,0,,
1786864218.664,0,,
1786864221.546,0,,
1786864224.426,0,,
1786864227.325,0,,
1786864230.223,0,,
1786864233.119,0,,
1786864236.178,0,,
1786864239.043,0,,
1786864241.867,0,,
1786864244.880,0,,
1786864247.735,0,,
1786864250.665,0,,
1786864253.621,0,,
1786864256.659,0,,
1786864259.543,0,,
1786864262.511,0,,
1786864265.480,0,,
1786864268.536,0,,
1786864271.414,0,,
1786864274.680,3,,
1786864278.784,4,1117.1,714.5
1786864282.712,4,884.4,359.2
1786864286.249,4,929.5,706.6
1786864289.729,4,985.8,673.4
1786864293.307,4,1025.6,752.0
1786864296.362,0,,
1786864299.464,0,,
1786864302.476,0,,
1786864305.525,0,,
1786864308.588,0,,
1786864311.647,0,,
1786864314.693,0,,
1786864317.743,0,,
1786864320.862,0,,
1786864323.768,0,,
1786864326.767,0,,
1786864329.774,0,,
1786864332.847,0,,
1786864336.222,4,1024.4,682.1
1786864343.150,0,,
1786864343.163,0,,
1786864346.822,1,,
