timestamp,markers,ids,x,y,detect_ms,src
1786881847.365,7,0|1|2|4|5|6|7,481.0,771.0,1406.9,tcp
1786881854.423,7,0|1|2|3|4|5|7,852.1,545.7,1437.1,tcp
1786881862.690,7,0|1|2|4|5|6|7,513.9,699.1,1654.0,tcp
1786881869.333,6,0|1|2|5|6|7,938.2,776.2,1096.4,tcp
1786881874.756,4,0|1|4|6,1056.6,703.1,1085.0,tcp
1786881880.222,5,1|2|4|5|6,1446.2,641.5,1070.2,tcp
1786881885.650,8,0|1|2|3|4|5|6|7,781.6,714.5,1032.7,tcp
1786881897.200,8,0|1|2|3|4|5|6|7,974.9,625.2,1265.6,tcp
1786881902.757,6,0|1|2|4|5|7,983.7,637.9,1117.6,tcp
1786881907.324,7,0|1|3|4|5|6|7,1318.6,729.3,900.5,tcp
1786881911.881,5,2|3|5|6|7,1088.1,899.5,910.7,tcp
1786881916.487,3,5|6|7,,,911.6,tcp
1786881939.699,0,,,,1264.6,tcp
1786881940.002,0,,,,768.6,tcp
1786881940.090,0,,,,862.8,tcp
1786881940.131,0,,,,952.2,tcp
1786881940.169,0,,,,719.5,tcp
1786881942.395,0,,,,719.7,tcp
1786881945.894,0,,,,648.0,tcp
1786881949.223,0,,,,656.3,tcp
1786881952.703,0,,,,689.1,tcp
1786881956.290,0,,,,648.6,tcp
1786881959.256,0,,,,639.0,tcp
1786881962.554,0,,,,645.6,tcp
1786881965.791,0,,,,635.4,tcp
1786881969.089,0,,,,635.7,tcp
1786881972.435,0,,,,779.9,tcp
1786881983.484,3,2|6|7,,,726.4,tcp
1786881984.086,8,0|1|2|3|4|5|6|7,735.0,785.9,804.9,tcp
1786881984.670,5,0|1|4|6|7,923.0,807.7,846.8,tcp
1786881988.080,5,0|1|4|6|7,925.6,810.1,794.6,tcp
1786881991.930,4,2|5|6|7,943.4,964.8,707.8,tcp
1786881995.834,6,0|1|3|4|6|7,901.9,662.6,932.2,tcp
1786882000.936,3,2|5|7,,,778.5,tcp
1786882016.843,3,5|6|7,,,772.3,tcp
1786882017.012,0,,,,708.2,tcp
1786882017.084,0,,,,635.9,tcp
1786882017.106,0,,,,616.1,tcp
1786882017.716,0,,,,670.4,tcp
1786882028.526,0,,,,921.2,tcp
1786882028.636,0,,,,608.6,tcp
1786882030.123,0,,,,757.4,tcp
1786882034.016,0,,,,568.5,tcp
1786882036.866,0,,,,568.3,tcp
1786882039.753,0,,,,583.2,tcp
1786882042.647,0,,,,573.7,tcp
1786882045.585,0,,,,580.8,tcp
1786882048.445,0,,,,589.4,tcp
